Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Type,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations
WASP-33,1.5,-0.03,0.03,7430,-100,100,1.44,-0.03,0.03,121.944,-0.983,0.998,4.25,-0.08,0.08,Gaia DR2 328636019723252096,7.516,7.581,7.468,8.14,8.07004,7.383,7.443,7.467,7.254,0,0.1,,,[M/H],,,,A5,36.7127375,37.5504441,WASP-33 b,17.8559063,0.829464574,-0.829464574,1.593,0.074,-0.074,665.214855,44.17814852,-44.17814852,2.093,0.139,-0.139,0,1,304,1.21987,-1.00E-06,1.00E-06,2599.597377,3826520992,0.025595458,0.3,2.3,9739.03043,0.21,1,86.63,-0.03,0.03,0,,,0,,,,9883.198788,0.000208,-0.000208,0,9883.808723,0,1,1.216011,0.010222,-0.010222,1,2010,F-UH-MJ,Eclipse,1,0,0
WASP-32,0.72,-0.34,0.34,6140,-95,95,0.95,-0.15,0.15,275.994,-3.267,3.344,4.4,-0.02,0.02,Gaia DR2 2546413408888429696,10.248,10.503,10.161,11.257,11.409,10.144,10.185,10.125,8.976,0,-0.13,,,[Fe/H],2.22,-0.73,0.62,,3.9617073,1.2005122,WASP-32 b,10.7606215,1.68134711,-1.68134711,0.96,0.15,-0.15,1109.221139,38.13940879,-34.96112473,3.49,0.12,-0.11,0,1,483.5,2.71866,-2.00E-06,2.00E-06,1509.659076,5111857557,0.034193027,0.3,2.3,10703.44947,0,1,90,-0.2,0.2,0,,,0,130,-30,30,6523.97994,0.00017,-0.00017,0,6525.33927,0,1,1.1,0.01,-0.01,1,2010,F-VH-J,Eclipse,1,4,8
WASP-35,1.05,-0.19,0.19,5990,-80,80,1.08,-0.06,0.06,202.218,-1.669,1.698,4.4,-0.01,0.01,Gaia DR2 3211188618762023424,9.598,9.887,9.525,10.939,10.8531,9.482,9.525,9.53,8.337,0,-0.15,,,[Fe/H],5,-1.2,1.2,,76.0818912,-6.2297801,WASP-35 b,14.57167495,0.784628651,-0.784628651,1.3,0.07,-0.07,222.797713,6.038739725,-6.038739725,0.701,0.019,-0.019,0,1,92.8,3.16158,-2.00E-06,2.00E-06,1402.258826,6410578115,0.042880121,0.3,2.3,11174.62714,0.257,1,87.96,-0.28,0.28,0,,,0,,,,8440.122792,8.40E-05,-8.40E-05,0,8441.703582,0,1,1.5,0.01,-0.01,1,2011,G-H-J,Eclipse,1,1,2
WASP-34,0.96,-0.45,0.45,5700,-100,100,0.91,-0.08,0.08,132.096,-0.846,0.857,4.5,-0.1,0.1,Gaia DR2 3537110833333561728,8.842,9.172,8.792,10.285,10.2046,8.715,8.761,8.712,8.859,0,-0.02,,,[Fe/H],7.8,-3.6,2.7,,165.3993679,-23.8609457,WASP-34 b,11.20898073,0.896718458,-0.896718458,1,0.08,-0.08,185.293961,9.534852198,-9.852680604,0.583,0.03,-0.031,0,1,72,4.31768,-5.00E-06,5.00E-06,1120.613765,7658705304,0.051228798,0.3,2.3,6371.529049,0.904,1,85.2,-0.2,0.2,0.04,-0.01,0.01,0,319.8,-18.6,23.2,9284.74591,0.000305,-0.000305,0,9286.90475,6050.805398,1,1.3,0.026,-0.026,1,2010,G-H-J,Eclipse,1,5,9
WASP-36,1.08,-0.03,0.03,5959,-134,134,0.99,-0.01,0.01,386.346,-5.123,5.261,4.49,-0.01,0.01,Gaia DR2 5750936092375254016,11.353,11.609,11.294,12.836,12.6284,11.152,11.202,11.27,8.902,0,-0.26,-0.1,0.1,[Fe/H],1.4,-3.4,1.5,,131.5803897,-8.0269855,WASP-36 b,14.87431743,0.235388595,-0.235388595,1.327,0.021,-0.021,729.7340215,21.61233165,-21.29450324,2.296,0.068,-0.067,0,1,391.5,1.53736596,-2.40E-07,2.40E-07,1690.507208,4001511526,0.026765963,0.3,2.3,6785.977143,0.657,1,83.15,-0.13,0.13,0,,,1,,,,5569.83771,0.00046,-0.00046,0,5570.606393,0,1,1.78711,0.014693,-0.014693,1,2011,G-VH-J,Eclipse,1,3,6
WASP-38,1.76,-0.28,0.28,6180,-50,50,1.52,-0.07,0.07,136.24,-0.798,0.807,4.25,-0.01,0.01,Gaia DR2 4453211899986180352,8.106,8.287,7.998,9.391,9.20974,7.979,8.022,7.993,7.867,0,-0.02,,,[Fe/H],3.29,-0.53,0.42,F8 V,243.9597194,10.0324103,WASP-38 b,13.7870463,0.672538844,-0.672538844,1.23,0.06,-0.06,841.6096207,18.11621918,-18.43404758,2.648,0.057,-0.058,0,1,246.6,6.87188,-1.00E-05,1.00E-05,1215.687802,12777696854,0.085469544,0.3,2.3,16853.48133,0.12,1,89.5,-0.35,0.35,0.03,0,0,0,-22.2,-8.1,9.2,5363.40837,0.00051,-0.00051,0,5366.84431,0,1,0.69,0.01,-0.01,1,2010,F-H-J,Eclipse,1,2,3
WASP-37,0.93,,0.12,5800,,150,1,,0.05,392.791,-7.526,7.822,4.41,-0.09,0.06,Gaia DR2 3652176997218325888,11.181,11.499,11.093,12.815,12.542,11.072,11.091,11.182,9.294,0,-0.284,-0.013,0.013,[M/H],11,-4,3,,221.9438866,1.0650227,WASP-37 b,13.00241765,0.784628651,-0.672538844,1.16,0.07,-0.06,546.6648593,54.03082912,-54.03082912,1.72,0.17,-0.17,0,1,241,3.577469,-1.10E-05,1.10E-05,1279.414592,6685125255,0.044716557,0.3,2.3,11299.42499,0.197941152,1,88.82,-0.86,0.77,0,,,0,,,,5338.6188,0.0006,-0.0006,0,5340.407534,0,1,1.427,0.03,-0.023,1,2010,G-H-J,Eclipse,1,10,21
WASP-39,0.93,,0.03,5400,,150,0.9,,0.02,213.982,-1.731,1.76,4.45,-0.01,0.01,Gaia DR2 3643098875168270592,10.307,10.663,10.202,12.095,11.8867,10.159,10.224,10.131,9.208,0,0.01,-0.09,0.09,[Fe/H],9,-4,3,,217.3266477,-3.4444994,WASP-39 b,14.23540553,0.448359229,-0.448359229,1.27,0.04,-0.04,89.30978225,10.17050901,-10.17050901,0.281,0.032,-0.032,0,1,0,4.055259,-9.00E-06,9.00E-06,1083.803996,7267828889,0.04861424,0.3,2.3,10138.41121,0.447,1,87.83,-0.22,0.25,0,,,0,0,,,5342.9688,0.0002,-0.0002,0,5344.996429,0,1,2.11,0.03,-0.04,1,2011,G-H-J,Transit,1,1,2
WASP-4,0.86,-0.09,0.08,5400,-90,90,0.89,-0.03,0.03,267.206,-3.67,3.771,4.47,-0.11,0.11,Gaia DR2 6535499658122055552,10.842,11.179,10.746,12.483,12.3162,10.684,10.748,10.721,8.465,0,-0.07,-0.19,0.19,[Fe/H],7,,,G8,353.5629149,-42.0617794,WASP-4 b,14.80706355,0.437150249,-0.437150249,1.321,0.039,-0.039,376.9444902,28.60455659,-31.14718385,1.186,0.09,-0.098,0,1,241.1,1.33823147,-2.00E-08,2.00E-08,1580.099245,3381309743,0.022617456,0.3,2.3,7767.636451,0.136,1,89.06,-0.84,0.65,0,,,0,288,-21,140,5804.515752,1.90E-05,-1.90E-05,0,5805.184868,0,1,2.3,0.0058,-0.0058,1,2007,G-VH-J,Eclipse,1,1,2
WASP-42,0.95,-0.06,0.06,5315,-79,79,0.89,-0.03,0.03,177.291,-1.301,1.32,4.52,-0.02,0.02,Gaia DR2 6139698733664726784,10.103,10.542,10.033,12.169,11.9686,9.923,9.986,9.876,9.382,0,0.29,-0.05,0.05,[Fe/H],4.4,-3.4,4.4,,192.981203,-42.0736165,WASP-42 b,12.57647638,0.437150249,-0.437150249,1.122,0.039,-0.039,159.2320317,10.80616582,-10.80616582,0.501,0.034,-0.034,0,1,64.9,4.9816819,-1.10E-06,1.10E-06,986.9794209,8395692235,0.056158476,0.3,2.3,10443.24669,0.457,1,88,-0.17,0.17,0.062,-0.011,0.013,0,159,-22,27,5650.56728,0.00015,-0.00015,0,5653.058121,10917.86524,1,1.811,0.000152,-0.000152,1,2012,K-W-J,Eclipse,1,6,12
WASP-41,0.81,-0.15,0.15,5545,-33,33,0.83,-0.04,0.04,163.371,-1.052,1.067,4.53,-0.05,0.05,Gaia DR2 6160877943251930368,9.752,10.096,9.677,11.632,11.2823,9.646,9.689,9.64,8.712,0,0.06,,,[Fe/H],1.2,-0.2,1.1,,190.6188034,-30.6398176,WASP-41 b,12.3298788,0.560449037,-0.560449037,1.1,0.05,-0.05,299.0765306,20.65884643,-20.34101802,0.941,0.065,-0.064,0,1,139.2,3.0524,-1.00E-06,1.00E-06,1202.269147,5743200120,0.038416054,0.3,2.3,9569.550804,0.1,1,89.4,-0.3,0.3,0,,,0,,,,5996.67927,0.0001,-0.0001,0,5998.20547,0,1,1.9,0.01,-0.01,1,2012,G-H-J,Eclipse,1,2,4
WASP-43,0.58,,0.05,4400,,200,0.6,,0.04,86.7467,-0.3257,0.3281,4.49,-0.1,0.13,Gaia DR2 3767805209112436736,9.397,9.995,9.267,12.305,11.907,9.152,9.225,9.134,8.469,0,-0.01,-0.15,0.15,[Fe/H],7,-7,7,K7 V,154.9081869,-9.8064431,WASP-43 b,10.42435208,0.784628651,-1.008808266,0.93,0.07,-0.09,651.5482335,15.89142033,-16.52707714,2.05,0.05,-0.052,0,1,551.7,0.813475,-1.00E-06,1.00E-06,1332.594418,2127829300,0.014232972,0.3,2.3,4083.026007,0.698,1,82.6,-0.9,1.3,0,,,0,90,,,5528.86774,0.00014,-0.00014,0,5529.274478,0,1,2.55,0.12,-0.12,1,2011,K-H-J,Eclipse,1,1,1
WASP-44,0.94,-0.05,0.05,5420,-100,100,0.91,-0.05,0.05,364.512,-5.49,5.656,4.49,-0.04,0.04,Gaia DR2 2424406513428936832,11.408,11.702,11.341,13.096,12.8964,11.246,11.301,11.345,8.756,0,-0.003,-0.1,0.1,[Fe/H],10.3,-5,2.7,G8 V,3.9032733,-11.9382645,WASP-44 b,12.3298788,0.907927439,-0.851882536,1.1,0.081,-0.076,276.5107137,20.02318962,-19.70536121,0.87,0.063,-0.062,0,1,138,2.423804,-8.00E-06,8.00E-06,1296.249489,5175340513,0.034617662,0.3,2.3,8052.332834,0.541,1,86.21,-0.64,0.68,0,,,1,,,,8338.102384,0.000364,-0.000374,0,8339.314286,0,1,1.56,0.06,-0.06,1,2011,G-H-J,Eclipse,2,11,23
WASP-46,0.83,-0.08,0.08,5600,,,0.86,-0.03,0.03,375.31,-4.36,4.462,4.49,-0.01,0.01,Gaia DR2 6462994429708755072,11.465,11.753,11.401,13.043,12.8519,11.351,11.372,10.941,9.243,0,-0.3,,,[Fe/H],9.6,-5.5,3.7,G6 V,318.7370122,-55.8718634,WASP-46 b,13.15934338,0.414732287,-0.414732287,1.174,0.037,-0.037,603.8739725,34.96112473,-34.96112473,1.9,0.11,-0.11,0,1,386,1.43036763,-9.30E-07,9.30E-07,1584.762198,3493192021,0.023365833,0.3,2.3,6091.692865,0.699,1,82.8,-0.17,0.17,0,,,1,,,,5392.31659,0.00058,-0.00058,0,5393.031774,0,1,1.915122,0.019745,-0.019745,1,2011,G-VH-J,Eclipse,1,5,10
WASP-47,1.04,-0.03,0.03,5552,-75,75,1.14,-0.01,0.01,264.78,-4.716,4.888,4.34,-0.01,0.01,Gaia DR2 2613413008919918976,10.31,10.613,10.192,11.936,11.7889,10.165,10.236,10.172,8.745,0,0.38,-0.05,0.05,[Fe/H],6.5,-1.2,2.6,,331.203092,-12.019067,WASP-47 b,12.64373026,0.14571675,-0.14571675,1.128,0.013,-0.013,363.5988754,7.300518499,-7.300518499,1.14401,0.02297,-0.02297,0,1,140.84,4.1591492,-6.00E-07,6.00E-07,1220.629655,7672061807,0.051318139,0.3,2.3,12887.89944,0.173,1,89.02,-0.17,0.17,0.0028,-0.002,0.0042,0,30,-79,79,7007.932103,1.90E-05,-1.90E-05,0,7010.011678,12924.03615,1,1.28,6.00E-06,-6.00E-06,1,2012,G-H-J,Eclipse,1,6,12
WASP-45,0.85,-0.07,0.08,5150,-200,200,0.86,-0.04,0.04,211.196,-1.737,1.766,4.5,-0.03,0.03,Gaia DR2 2308834780352875904,10.365,10.753,10.294,11.801,12.0487,10.207,10.275,10.183,8.954001,0,-0.03,-0.2,0.2,[Fe/H],12.7,-5.3,1,K2 V,5.2377567,-35.998465,WASP-45 b,10.60369577,0.650120882,-0.571658017,0.946,0.058,-0.051,306.386584,18.43404758,-17.79839077,0.964,0.058,-0.056,0,1,149,3.126089,-3.00E-06,3.00E-06,1118.601193,5929779084,0.039664074,0.3,2.3,6067.420842,0.866,1,85.02,-0.22,0.2,0,,,1,,,,8339.143039,0.000312,-0.00031,0,8340.706084,0,1,1.29,0.07,-0.05,1,2011,K-H-J,Eclipse,2,15,29
WASP-49,0.92,-0.3,0.3,5600,-150,150,0.97,-0.09,0.09,194.553,-1.189,1.203,4.5,-0.1,0.1,Gaia DR2 2991284369063612928,9.812,10.146,9.749,11.352,11.2907,9.648,9.677,9.632,8.669,0,-0.23,,,[Fe/H],11.9,-3.2,0.8,G6 V,91.0897193,-16.9653901,WASP-49 b,12.44196861,1.23298788,-1.23298788,1.11,0.11,-0.11,126.8135342,9.534852198,-9.534852198,0.399,0.03,-0.03,0,1,0,2.78174,-6.00E-06,6.00E-06,1325.438256,5632548577,0.03767591,0.3,2.3,7429.266273,0.7704,1,84.89,-0.19,0.19,0,,,0,90,,,8470.81963,0.00011,-0.00011,0,8472.2105,0,1,1.4,0.038,-0.038,1,2012,G-H-J,Eclipse,1,3,6
WASP-48,0.88,-0.36,0.36,5920,-150,150,1.58,-0.21,0.21,454.144,-4.381,4.465,4.03,-0.03,0.03,Gaia DR2 2141754578242371584,10.441,10.627,10.372,11.647,11.523,10.326,10.368,10.339,9.299,0,-0.12,,,[Fe/H],7.9,-1.6,2,,291.1623865,55.4730273,WASP-48 b,16.8134711,2.241796146,-2.241796146,1.5,0.2,-0.2,327.6810872,14.6201067,-14.3022783,1.031,0.046,-0.045,0,1,142.6,2.14363,-3.00E-06,3.00E-06,1965.059115,4664718293,0.031202129,0.3,2.3,12495.27388,0.638,1,80.09,-0.62,0.62,0,,,0,,,,6176.98991,0.00012,-0.00012,0,6178.061725,0,1,0.96,0.02,-0.02,1,2011,G-VH-MJ,Eclipse,1,2,3
WASP-5,0.96,-0.09,0.13,5700,-100,100,1.03,-0.07,0.06,309.137,-3.341,3.414,4.4,-0.04,0.04,Gaia DR2 6533307957785865856,10.65,10.949,10.598,12.147,11.996,10.542,10.589,10.552,8.714,0,0.09,-0.09,0.09,[Fe/H],5.4,-4.3,4.4,G5,359.3490277,-41.2772202,WASP-5 b,12.18416205,0.76221069,-0.795837632,1.087,0.068,-0.071,505.3471665,16.84490555,-16.52707714,1.59,0.053,-0.052,0,1,268.2,1.6284279,-4.90E-06,2.20E-06,1650.116124,3997919826,0.026741939,0.3,2.3,8592.058251,0.31,1,86.9,-0.7,2.8,0.038,-0.018,0.026,0,34.38,-22.35,26.93,4373.99598,0.00025,-0.00019,0,4374.810194,8968.877295,1,1.18,0.022,-0.029,1,2008,G-VH-J,Eclipse,1,3,6
WASP-52,0.87,-0.03,0.03,5000,-100,100,0.79,-0.02,0.02,174.818,-1.323,1.343,4.58,-0.01,0.01,Gaia DR2 2666015878575546496,10.186,10.588,10.086,12.192,11.9537,10.011,10.094,9.983,8.395001,0,0.03,-0.12,0.12,[Fe/H],0.4,-0.2,0.3,K2 V,348.4947931,8.7610793,WASP-52 b,14.23540553,0.336269422,-0.336269422,1.27,0.03,-0.03,146.201067,6.356568132,-6.356568132,0.46,0.02,-0.02,0,1,0,1.7497798,-1.20E-06,1.20E-06,1258.128399,4058759608,0.027148894,0.3,2.3,6525.944438,0.6,1,85.35,-0.2,0.2,0,,,0,,,,5793.68143,9.00E-05,-9.00E-05,0,5794.55632,0,1,2.71,0.04,-0.04,1,2012,K-H-J,Eclipse,1,1,2
WASP-53,0.84,-0.05,0.05,4953,-60,60,0.8,-0.02,0.02,201.338,-1.362,1.38,4.55,-0.02,0.02,Gaia DR2 5136559128264765184,10.474,10.959,10.39,12.591,12.3473,10.366,10.43,10.239,9.302,0,0.22,-0.11,0.11,[Fe/H],,,,,31.9091639,-20.661843,WASP-53 b,12.03844531,0.414732287,-0.414732287,1.074,0.037,-0.037,677.6101629,29.24021341,-29.87587022,2.132,0.092,-0.094,0,1,326.1,3.3098443,-2.00E-06,2.00E-06,1020.046592,6135681179,0.041041346,0.3,2.3,8179.077621,0.56174973,1,87.08,-0.15,0.16,0,,,1,,,,5943.56695,0.00011,-0.00012,0,5945.221872,0,1,1.915883,0.014892,-0.014892,1,2017,K-H-J,Eclipse,1,8,17
WASP-50,0.89,-0.07,0.08,5400,-100,100,0.84,-0.03,0.03,184.848,-1.841,1.879,4.54,-0.02,0.02,Gaia DR2 5160557726183065984,10.041,10.401,9.969,11.44,11.5518,9.905,9.958,9.899,8.951,0,-0.12,-0.08,0.08,[Fe/H],7,-3.5,3.5,,43.6880738,-10.8980242,WASP-50 b,13.06967153,0.481986171,-0.481986171,1.166,0.043,-0.043,466.8263636,29.24021341,-29.24021341,1.4688,0.092,-0.092,0,1,256.6,1.9551,-5.00E-06,5.00E-06,1345.141072,4403594283,0.02945548,0.3,2.3,6623.682701,0.669,1,84.88,-0.27,0.27,0.009,-0.006,0.011,0,44,-80,62,8411.093103,7.40E-05,-7.40E-05,0,8412.070653,6707.025292,1,1.963499,0.01039,-0.01039,1,2011,G-H-J,Eclipse,1,2,3
WASP-57,0.89,-0.07,0.07,5600,-100,100,0.93,-0.03,0.03,398.276,-5.657,5.82,4.45,-0.03,0.03,Gaia DR2 6340377202215639936,11.292,11.625,11.244,12.913,12.7293,11.193,11.236,11.075,9.271,0,-0.25,-0.1,0.1,[Fe/H],2.6,-1.8,2.2,G6,223.8199788,-2.0576866,WASP-57 b,11.76942977,0.594075979,-0.594075979,1.05,0.053,-0.053,204.3636654,17.79839077,-17.16273396,0.643,0.056,-0.054,0,1,100.3,2.83891856,-8.10E-07,8.10E-07,1296.191828,5646724571,0.037770733,0.3,2.3,9514.827399,0.345,1,86.05,-0.28,0.28,0,,,1,,,,6058.5491,0.00016,-0.00016,0,6059.968559,0,1,1.269,0.014,-0.014,1,2012,G-H-J,Eclipse,2,16,31
WASP-54,1.08,-0.38,0.38,6100,-100,100,1.76,-0.19,0.19,251.303,-4.327,4.478,4,-0.03,0.03,Gaia DR2 3661983850663908608,9.135,9.365,9.035,10.413,10.2441,9.007,9.036,9.011,8.711,0,-0.27,,,[Fe/H],6.9,-1.9,1,F9,205.4542456,-0.1281712,WASP-54 b,17.71018955,1.905526724,-1.905526724,1.58,0.17,-0.17,192.6040144,5.720911319,-5.720911319,0.606,0.018,-0.018,0,1,70,3.69364,-6.00E-06,6.00E-06,1722.740162,7178090697,0.048013985,0.3,2.3,16987.88861,0.49,1,84.97,-0.61,0.61,0.07,-0.03,0.03,0,62,-33,21,8931.23648,0.00035,-0.00035,0,8933.0833,19226.14519,1,0.86,0.02,-0.02,1,2012,F-VH-MJ,Eclipse,1,0,1
WASP-55,1.11,-0.35,0.35,5900,-100,100,1.09,-0.11,0.11,297.462,-3.858,3.959,4.3,-0.1,0.1,Gaia DR2 3603529272750802560,10.443,10.775,10.396,11.753,11.7747,10.323,10.343,10.381,8.641,0,-0.2,,,[Fe/H],1.1,-0.6,0.9,,203.7581951,-17.5034961,WASP-55 b,14.90794437,1.457167495,-1.457167495,1.33,0.13,-0.13,181.4800202,14.3022783,-13.34879308,0.571,0.045,-0.042,0,1,70.1,4.46563,-4.00E-06,4.00E-06,1225.292031,8221053300,0.054990323,0.3,2.3,12742.29283,0.07,1,89.6,-0.2,0.2,0,,,0,,,,7220.52945,6.30E-05,-5.80E-05,0,7222.762265,0,1,1.6,0.03,-0.03,1,2012,G-H-J,Eclipse,1,4,8
WASP-6,0.55,-0.17,0.17,5450,-100,100,0.73,-0.07,0.07,197.119,-1.607,1.632,4.6,-0.2,0.2,Gaia DR2 2385171398768647552,10.445,10.769,10.325,11.907,11.9761,10.275,10.338,10.243,8.294,0,-0.2,,,[Fe/H],11,-7,3,,348.1571282,-22.6741248,WASP-6 b,11.54525015,1.120898073,-1.120898073,1.03,0.1,-0.1,153.5111204,8.263538571,-9.534852198,0.483,0.026,-0.03,0,1,71.6,3.36101,-2.80E-06,2.80E-06,1144.713065,5382682284,0.036004564,0.3,2.3,9570.151436,0.332,1,88.47,-0.56,0.56,0.05,-0.02,0.02,0,1.7,-0.23,0.12,5591.28967,7.00E-05,-7.00E-05,0,5592.970175,9598.584656,1,2.1,0.022,-0.022,1,2009,G-H-J,Eclipse,1,4,8
WASP-58,1.06,-0.47,0.47,5800,-150,150,1.22,-0.11,0.11,290.404,-1.808,1.83,4.27,-0.09,0.09,Gaia DR2 2115245554756763392,10.364,10.626,10.285,11.652,11.6347,10.251,10.279,10.239,9.335,0,-0.45,,,[Fe/H],12.8,-2.1,0.2,G2 V,274.7012534,45.1722194,WASP-58 b,16.02884245,1.569257302,-1.569257302,1.43,0.14,-0.14,285.7277375,23.51930209,-22.88364527,0.899,0.074,-0.072,0,1,111.2,5.01718,-1.10E-05,1.10E-05,1235.263079,8749294932,0.058523712,0.3,2.3,13692.71087,0.46,1,87.4,-1.5,1.5,0,,,0,,,,7120.57781,0.00034,-0.00034,0,7123.0864,0,1,1.4,0.1,-0.1,1,2012,G-H-MJ,Eclipse,1,3,6
WASP-64,1,-0.03,0.03,5400,-100,100,1.06,-0.03,0.03,369.926,-2.979,3.026,4.39,-0.02,0.02,Gaia DR2 5583523425437258240,11.079,11.368,10.956,12.704,12.5257,10.963,11.012,10.977,9.289,0,-0.08,-0.11,0.11,[Fe/H],1.2,-0.7,1.2,G7,101.1149223,-32.8583878,WASP-64 b,14.24661451,0.437150249,-0.437150249,1.271,0.039,-0.039,388.0684845,23.20147368,-22.56581687,1.221,0.073,-0.071,0,1,213,1.5732918,-1.50E-06,1.50E-06,1593.306605,3960689824,0.026492909,0.3,2.3,8724.811292,0.322,1,86.57,-0.6,0.8,0,,,0,,,,5582.60169,0.00027,-0.00027,0,5583.388336,0,1,1.522,0.025,-0.025,1,2012,G-VH-J,Eclipse,1,3,6
WASP-61,1.82,-0.85,0.85,6250,-150,150,1.55,-0.24,0.24,488.66,-5.436,5.558,4.26,-0.01,0.01,Gaia DR2 2959177048983750016,11.034,11.219,11.008,12.489,12.0702,10.915,10.949,10.966,9.337,0,-0.1,,,[Fe/H],2.7,-0.6,0.1,,75.2996637,-26.0541438,WASP-61 b,15.80466283,2.465975761,-2.465975761,1.41,0.22,-0.22,651.5482335,57.20911319,-54.03082912,2.05,0.18,-0.17,0,1,234,3.8559,-3.00E-06,3.00E-06,1496.859845,8790338865,0.058798253,0.3,2.3,14202.77263,0.1,1,89.35,-0.56,0.56,0,,,0,,,,6152.57714,0.00023,-0.00023,0,6154.50509,0,1,0.88,0.01,-0.01,1,2012,F-H-J,Eclipse,1,6,12
WASP-62,1.11,-0.25,0.25,6230,-80,80,1.23,-0.08,0.08,175.631,-0.586,0.59,4.45,-0.1,0.1,Gaia DR2 4756649415309914240,9.008,9.272,8.944,10.213,10.0721,8.896,8.917,8.87,9.165,0,0.04,,,[Fe/H],2.6,-0.7,0.5,,87.1398205,-63.9883286,WASP-62 b,14.79585456,0.896718458,-0.896718458,1.32,0.08,-0.08,180.5265349,13.66662148,-13.34879308,0.568,0.043,-0.042,0,1,60.8,4.41195,-3.00E-06,3.00E-06,1379.957366,8155038720,0.054548754,0.3,2.3,13859.90546,0.228,1,88.3,-0.75,0.75,0,,,0,,,,9252.5857,4.00E-05,-4.00E-05,0,9254.791675,0,1,1.2,0.02,-0.02,1,2012,F-H-J,Eclipse,1,1,2
WASP-63,1.28,-0.42,0.42,5550,-100,100,1.86,-0.19,0.19,290.684,-2.008,2.034,4.01,-0.03,0.03,Gaia DR2 5574766468155514752,9.463,9.818,9.393,11.155,10.9185,9.343,9.388,9.325,9.072,0,0.08,,,[Fe/H],8.3,-1.2,1.3,,94.3363562,-38.3233826,WASP-63 b,15.80466283,1.569257302,-1.569257302,1.41,0.14,-0.14,107.7438298,9.534852198,-9.534852198,0.339,0.03,-0.03,0,1,39.6,4.37808,-6.00E-06,6.00E-06,1480.047498,8507927200,0.056909212,0.3,2.3,19541.47911,0.18,1,87.8,-1.3,1.3,0,,,0,,,,8469.69708,0.00018,-0.00018,0,8471.88612,0,1,0.61,0.017,-0.017,1,2012,G-H-J,Eclipse,1,2,4
WASP-65,0.93,-0.14,0.14,5600,-100,100,1.01,-0.05,0.05,273.703,-2.68,2.733,4.4,-0.02,0.02,Gaia DR2 596931979481073152,10.44,10.669,10.346,11.869,11.7509,10.307,10.351,10.275,8.361,0,-0.07,-0.07,0.07,[Fe/H],8,,,G6,133.3242982,8.5230171,WASP-65 b,12.46438657,0.661329863,-0.661329863,1.112,0.059,-0.059,489.4557462,47.67426099,-50.85254506,1.54,0.15,-0.16,0,1,248.4,2.3114243,-1.50E-06,1.50E-06,1436.031902,4996264394,0.033419829,0.3,2.3,9898.388579,0.149,1,88.8,-0.7,0.8,0,,,0,,,,6110.68772,0.00015,-0.00015,0,6111.843432,0,1,1.28,0.015,-0.015,1,2013,G-H-J,Eclipse,1,3,6
WASP-66,1.33,-0.83,0.83,6600,-150,150,1.76,-0.35,0.35,500.258,-12.828,13.509,4.3,-0.2,0.2,Gaia DR2 5444147952811517696,10.496,10.719,10.452,11.605,11.5904,10.4,10.426,10.374,8.444,0,-0.31,,,[Fe/H],3.7,-1.2,0.7,,158.2250301,-34.9899074,WASP-66 b,15.69257302,3.138514605,-3.138514605,1.4,0.28,-0.28,753.2533236,44.49597692,-44.49597692,2.37,0.14,-0.14,0,1,253,4.08605,-7.00E-06,7.00E-06,1740.789242,8229705822,0.055048199,0.3,2.3,16258.87267,0.48,1,85.9,-0.9,0.9,0,,,0,,,,5929.09697,0.00035,-0.00035,0,5931.139995,0,1,0.67,0.016,-0.016,1,2012,F-VH-J,Eclipse,1,4,8
